year,issue,issue_link,article_link,title,authors,affiliation,annotation,tags
2019,6,/magno/csr/2019/mn6.php,/artkey/csr-201906-0005_is-education-becoming-a-weaker-determinant-of-occupation-educational-expansion-and-occupational-returns-to-edu.php,Is Education Becoming a Weaker Determinant of Occupation? Educational Expansion and Occupational Returns to Education in 30 European Countries,"Tomáš Katrňák, Tomáš Doseděl","Masaryk University, Brno","This article examines the relationship between education and occupation over the course of educational expansion. The authors analyse European Union Labour Force Survey (EU-LFS) data from 2014, 2015, and 2016 from 30 European countries and work with 12 graduated cohorts defined by the year in which they left the education system (2003–2014). They use a multilevel model approach and measure education in both absolute and relative terms. The results show that during the time of educational expansion there was no change in the relationship between education and occupation if education is conceptualised in absolute terms. However, a change in this relationship is visible when education is conceptualised as a positional good. Many previous studies that have posed a similar research question did not consider study field. The results here show that the role of study field changed during this time of educational expansion, with natural science, computer, and IT study fields growing stronger than other fields of study. The authors interpret the strengthening of education as a positional good in reference to the theory of skill-biased technological change.","Klíčová slova: education, human capital, positional good, educational expansion, occupation, European countries"
2019,6,/magno/csr/2019/mn6.php,/artkey/csr-201906-0006_educational-pathways-and-their-role-in-occupational-and-class-attainment-in-czech-society.php,Educational Pathways and their Role in Occupational and Class Attainment in Czech Society,Michael L. Smith,"Institute of Sociology, Czech Academy of Sciences, Prague","This article introduces a new approach to the study of the association between education and socio-economic outcomes in the Czech Republic: educational pathways, which are the primary channels of study involving at least two educational transitions with qualitatively different tracks. Based on Czech Household Panel Study data, I operationalise Czech educational pathways between secondary and tertiary education and examine the role of eight different educational paths on ESeC-derived social classes, contrasted by parental education, gender, and birth cohort. Based on the ordered logit model, I compute the predicted probability that specific educational pathways would lead to a specific class status. I find that the educational pathway approach yields distinct insights about the education-class link that would be masked had I studied only highest level of education attained. The educational pathway approach could, therefore, be a fruitful way to approach other areas of Czech social stratification research.","Klíčová slova: educational pathways, educational attainment, social class, occupational status"
2019,6,/magno/csr/2019/mn6.php,/artkey/csr-201906-0007_the-prague-spring-and-its-aftermath-some-personal-reflections.php,The Prague Spring and Its Aftermath: Some Personal Reflections,Claus Offe,"Hertie School of Governance, Berlin",,
2019,6,/magno/csr/2019/mn6.php,/artkey/csr-201906-0008_big-steps-and-blind-spots-herbert-gintis-8217-s-take-over-of-sociology-is-economic-imperialism.php,Big Steps and Blind Spots: Herbert Gintis's Take-Over of Sociology Is Economic Imperialism,Hartmut Esser,University of Mannheim,,
2019,6,/magno/csr/2019/mn6.php,/artkey/csr-201906-0009_decision-and-game-theory-as-the-analytical-core-of-all-behavioral-sciences.php,Decision and Game Theory as the Analytical Core of All Behavioral Sciences,Andreas Tutić,University of Leipzig,,
2019,6,/magno/csr/2019/mn6.php,/artkey/csr-201906-0010_man-the-game-player-a-plea-for-interdisciplinary-research.php,"Man, the Game Player: A Plea for Interdisciplinary Research",Jan Sauermann,"Cologne Center for Comparative Politics, University of Cologne",,
2019,6,/magno/csr/2019/mn6.php,/artkey/csr-201906-0011_entanglement-in-concrete-interactions.php,Entanglement in Concrete Interactions,Paul Marx,University of Duisburg-Essen,,
2019,6,/magno/csr/2019/mn6.php,/artkey/csr-201906-0012_waltraud-schelkle-the-political-economy-of-monetary-solidarity-understanding-the-euro-experiment.php,Waltraud Schelkle: The Political Economy of Monetary Solidarity: Understanding the Euro Experiment,Jasper P. Simons,European University Institute,,
2019,6,/magno/csr/2019/mn6.php,/artkey/csr-201906-0013_ivan-krastev-after-europe.php,Ivan Krastev: After Europe,Cecilia Bruzelius,"Institute of Political Science, University of Tübingen",,
2019,6,/magno/csr/2019/mn6.php,/artkey/csr-201906-0014_atif-mian-and-amir-sufi-house-of-debt-and-adair-turner-between-debt-and-the-devil-money-credit-and-fixing-t.php,"Atif Mian and Amir Sufi: House of Debt and Adair Turner: Between Debt and the Devil: Money, Credit and Fixing the Global Finance",Martino Comelli,"Central European University, Budapest",,
2019,6,/magno/csr/2019/mn6.php,/artkey/csr-201906-0015_reviewers-of-articles-decided-in-2019.php,Recenzenti statí rozhodnutých v roce 2019,,,,
2019,5,/magno/csr/2019/mn5.php,/artkey/csr-201905-0001_ne-zpusobilost-jako-nova-kategorie-socialnich-ved.php,Ne/způsobilost jako nová kategorie sociálních věd,"Kateřina Kolářová, Filip Herza",,,
2019,5,/magno/csr/2019/mn5.php,/artkey/csr-201905-0002_the-assemblages-of-disability-an-affirmative-conception-in-a-deleuze-guattarian-perspective.php,Asambláže postižení: afirmativní pojetí v deleuzo-guattariovské perspektivě,Hana Porkertová,Provozně ekonomická fakulta Mendelovy univerzity v Brně,"The article discusses the potential of Deleuze-Guattarian philosophy for studying disability. It draws on empirical research comprising interviews with and ethnographic observations regarding the visually impaired people, in which the concept of assemblage is used as a sociological tool to analyse the continuity and discontinuity of disability. An assemblage is made up of heterogenic, rhizomatic, and often unpredictable connections, both organic and inorganic and linguistic and material, that continuously transform each other. An assemblage is never finished but is always complete, which gives rise to the question of the relationship between a whole and its parts, thus challenging the perception of disability as a lack and making it possible to think of disability in an affirmative sense. Disability can thus be analysed as a dynamic phenomenon that acquires its concrete contours in specific situations and to consider its discursive and material character. Thus, the concept of assemblage captures both the stability and the fluidity of disability and focuses on connections that maintain and decompose it. On the one hand, disability represents hegemonic discourses about health and the body, while on the other hand, it is a breeding ground for subversive processes.","Klíčová slova: disability, assemblage, Deleuze-Guattarian philosophy, dis/continuity, visual impairment"
2019,5,/magno/csr/2019/mn5.php,/artkey/csr-201905-0003_the-dis-ability-coordinates-of-the-critical-gesture-and-matters-of-care.php,Kritické gesto a záležitosti péče v souřadnicích ne/způsobilosti,"Michal Synek, Dana Hradcová, Radek Carboch, Dita Jahodová","Fakulta humanitních studií, Univerzita Karlova, Praha","Critique is one of the social sciences' most respectable tasks, especially when its aim is to emancipate people oppressed for their otherness. However, there is also a critique of critique as a disabling tool, replacing the obvious actors revealed as 'fictitious' with synthetic objects that the critic herself deems more 'factual'. This article understands the critical gesture as a pragmatic resource for re-organising the field of dis/abilities. In the first part of the article, we make three critical gestures together with José, a person identified as mentally ill. A paranoid vision of a secret conspiracy, a naturalising concept of disease, and the critique of stigma all seek to radically redraw the dis/ability coordinates, but their emancipatory potential is thwarted by the complex interconnectedness of their objects. José's recovery thus ultimately hinges on a delicate balancing act combining critique and composing. In this sense, his effort resembles the careful treading of lay and professional critics in the last part of our text, in which we try to solve problems of living with dementia together with the Hanuš family. While the critical gesture has an essential role to play here as well, close ethnographic encounters are rather about jointly articulating the critical matters of care, wherein the problematic agencies of both obvious and not-so-obvious actors are acknowledged.","Klíčová slova: critical gesture, dis/ability, impairment, stigma, care"
2019,5,/magno/csr/2019/mn5.php,/artkey/csr-201905-0004_experience-expertise-and-users-participation-the-case-of-the-czech-mental-health-care-reform.php,"Zkušenost, expertiza a participace uživatelů: případ české reformy psychiatrické péče","Petra A. Honová, Dino Numerato, Lucie Kondrátová","Fakulta sociálních věd, Univerzita Karlova, Praha;Národní ústav duševního zdraví, Klecany","This paper focuses on users' involvement in the reform of mental-health care in the Czech Republic, which, like in other countries, is connected with the destigmatisation of mental illness and the deinstitutionalisation of care. As part of the reform process, users' and caregivers' representatives were invited by the key stakeholders to participate in working groups, expert committees, and government bodies that associate users' and representatives of parents. At the same time, users and caregivers mobilised from below and participated in a number of bottom-up initiatives. Against this backdrop, this study set out to identify the main positions of patients and caregivers in the Czech process of reforming mental-health care. Moreover, the role of the different forms of knowledge that inspire civic engagement are examined. The study is based on an analysis of semi-structured interviews, primary and secondary sources, and field observations. First, the following four positions taken by users as part of their involvement in the reform of mental-health care are identified: guardians, negotiators, awakeners, and fighters. Second, this study discusses the complexity of relations between users' participation and knowledge, showing that the key source of users' involvement is personal experience, which is difficult to separate from expert knowledge. The paper concludes with a discussion of the implications of the complexity of relations between expertise and experience for users' involvement.","Klíčová slova: mental health, expert knowledge, lay experience, patients' participation, mental health care reform, health social movement"
2019,5,/magno/csr/2019/mn5.php,/artkey/csr-201905-0005_the-last-dance-pain-disability-and-the-case-of-jerika-bolen.php,"""Poslední tanec"": bolest, postižení a smrt Jeriky Bolen",Alyson Patsavas,University of Illinois at Chicago,"In the summer of 2016, black, disabled, and gay 14-year-old Jerika Bolen announced her decision to die. The public conversation surrounding Bolen's decision, launched through a series of newspaper articles announcing a 'last dance' prom, offers a case-study through which to explore how pain frustrates an analysis of the biopolitical formations that shape both right-to-die discussions and decisions. In doing so, this article offers two interventions. It reveals how dominant views of pain and disability shape and limit how we make sense of Jerika's life and death. It also highlights the analytical leverage that this critical approach offers by reading Bolen's death as a form of what critical theorist Lauren Berlant calls 'slow death' or the gradual wearing out of populations. In this way, I extend conversations within critical theory that seek to trace the slower and more sustained impacts of structural oppression. In looking at the convergence of the biopolitics and necropolitics of disability, race, class, gender, and sexuality, I suggest Bolen's death and the 'last dance' that launched an international public conversation about it function as a celebration of slow death facilitated, in part, by dominant views of pain and disability.","Klíčová slova: disability, pain, biopolitics, slow death, right-to-die"
2019,5,/magno/csr/2019/mn5.php,/artkey/csr-201905-0006_immanuel-maurice-wallerstein-1930-2019.php,Immanuel Maurice Wallerstein (1930-2019),Stanislav Holubec,,,
2019,5,/magno/csr/2019/mn5.php,/artkey/csr-201905-0007_peter-cryle-elizabeth-stephens-normality-a-critical-genealogy.php,"Peter Cryle, Elizabeth Stephens: Normality: A Critical Genealogy",Filip Herza,,,
2019,5,/magno/csr/2019/mn5.php,/artkey/csr-201905-0008_sebastian-schlund-gt-gt-behinderung.php,Sebastian Schlund: >>Behinderung,Maria-Lena Fassig,,,
2019,5,/magno/csr/2019/mn5.php,/artkey/csr-201905-0009_claire-l-shaw-deaf-in-the-ussr-marginality-community-and-soviet-identity-1917-1991.php,"Claire L. Shaw: Deaf in the USSR: Marginality, Community, and Soviet Identity, 1917-1991",Pavel Šinkovec,,,
2019,5,/magno/csr/2019/mn5.php,/artkey/csr-201905-0010_lukas-linek-ondrej-cisar-ivan-petrusek-katerina-vrablikova-obcanstvi-a-politicka-participace-v-ceske-republ.php,"Lukáš Linek, Ondřej Císař, Ivan Petrúšek, Kateřina Vráblíková: Občanství a politická participace v České republice",Dušan Pavlů,,,
2019,5,/magno/csr/2019/mn5.php,/artkey/csr-201905-0011_zygmunt-bauman-44-letters-from-the-liquid-modern-world.php,Zygmunt Bauman: 44 dopisů z tekutého moderního světa,Viera Jakubovská,,,
2019,5,/magno/csr/2019/mn5.php,/artkey/csr-201905-0012_konference-mezinarodniho-institutu-pro-etnometodologii-a-konverzacni-analyzu.php,Konference Mezinárodního institutu pro etnometodologii a konverzační analýzu,Jakub Mlynář,,,
2019,4,/magno/csr/2019/mn4.php,/artkey/csr-201904-0001_popular-support-for-direct-democracy-analysis-of-the-heterogeneity-of-political-attitudes-in-the-czech-republi.php,Veřejná podpora přímé demokracie: Analýza heterogenity politických postojů v České republice,Tomáš Dvořák,"Fakulta sociálních věd, Univerzita Karlova, Praha","This paper focuses on the sources of popular support for direct democracy in the Czech Republic. The analysis first replicates the standard approaches used in previous scholarly research, testing theories of cognitive mobilisation and alienation using the standard regression modelling approach. The results are, however, somewhat inconclusive, as have been the results of previous empirical research in other European countries. It is hypothesised that one reason for this could be data heterogeneity. Both tested concepts could be valid, but for different social groups, resulting in overall inconclusive results. Therefore, latent class analysis (LCA) is then used to show that in the Czech Republic direct democracy is supported both by people alienated from politics and by those satisfied with democracy and democratic governance. The results of empirical analysis show that support for direct democracy in the Czech Republic cannot be explained by any one theory and that different concepts apply to different groups. The article represents a methodological innovative step in the empirical study of sources of popular support for direct democracy.","Klíčová slova: direct democracy, latent class analysis, public opinion, alienation, cognitive mobilisation"
2019,4,/magno/csr/2019/mn4.php,/artkey/csr-201904-0002_does-housing-matter-inadequate-housing-and-school-performance-of-children-from-poor-households-in-the-czech-re.php,Záleží na bydlení? Vztah nekvalitního bydlení a školních problémů dětí v chudých českých domácnostech,Daniel Prokop,"Fakulta sociálních věd, Univerzita Karlova, Praha","This paper analyses the relationship between inadequate housing and the school performance of children from poor Czech households. It shows that children (ages 7-12) from low-income households (defined as those with up to 2.4 times the minimum living income) have higher chances of serious problems in school performance if they live in unstable or nonresidential housing. The effects of housing instability and non-residential housing among children from low-income households are significant and substantial even when controlling for parents' educational attainment and labour activity, family structure (e.g. single parent etc.), household size, and the child's age. The effects of other housing problems are significant only in their extreme forms (overcrowdedness) or when combined with other housing problems (the housing cost burden). These findings are used to examine whether the Czech Social Housing Act currently under discussion is needed to help poor families with children and whether it has adequately defined its target group if it is to protect Czech children from the negative effects of inadequate housing.","Klíčová slova: inadequate housing, homeless shelters, moving residence, children, school success/performance, Social Housing Act, poverty, social exclusion, education"
2019,4,/magno/csr/2019/mn4.php,/artkey/csr-201904-0003_family-policy-and-formal-and-informal-care-for-preschool-age-children-in-selected-european-countries.php,Rodinná politika a formální a neformální péče o předškolní děti ve vybraných státech Evropy,"Věra Kuchařová, Olga Nešporová","Výzkumný ústav práce a sociálních věcí, v. v. i., Praha","The article focuses on the use of childcare for preschool-age children in 13 European countries with different models of maternal employment. Employing a comparative approach it relates care arrangements to family policy measures. Childcare policies and practices in post-communist countries (the Czech Republic, Bulgaria, Hungary, Poland, Slovakia, and Slovenia) are compared in a wider European context and specifically to various countries representing the principal types of welfare state and family policy strategies in Europe (the United Kingdom, Germany, Austria, Italy, France, Spain, and Sweden). The article focuses on parental leave schemes, parental employment, and formal childcare and takes into account informal childcare, which in many countries is crucial to achieving a work-life balance. The authors' findings reveal that the use of informal childcare is not directly related to either the length of paid parental leave or maternal employment. Informal childcare, which in most cases is provided by grandparents, is used on a weekly basis for at least thirty per cent of preschool-age children in all the post-communist countries studied except Bulgaria. However, similarly high levels of informal childcare were also found in the United Kingdom, Italy, and Austria. Gendered moral rationalities based on cultural norms play an important role in division of childcare in each European state.","Klíčová slova: family policy, childcare, informal childcare, Czech Republic, Europe"
2019,4,/magno/csr/2019/mn4.php,/artkey/csr-201904-0004_politics-part-time-or-part-time-mayors-how-well-do-their-municipalities-function.php,Politika na půl úvazku aneb Neuvolnění starostové: Jak fungují jejich obce?,"Pavel Šaradín, Jan Outlý, Michal Soukop, Iveta Vrabková","Filozofická fakulta, Univerzita Palackého v Olomouci;Katedra politologie, Metropolitní univerzita Praha;Filozofická fakulta, Univerzita Palackého v Olomouci;Ekonomická fakulta, VŠB - Technická univerzita Ostrava","This article presents findings on 'part-time' mayors in the Czech Republic and to what extent the fact that they only work part time as mayor affects how well their municipality functions compared to those who work as full-time mayors. Drawing on data from an open database, this article analyses several variables relating to the status and activities of disengaged mayors. It also examines the quality of the functioning of municipalities with parttime and full-time mayors, respectively, and reveals whether there are more problems reported in the function of municipalities that have part-time mayors than those with full-time mayors. The findings of this evaluation are based on an analysis of the annual audits of municipalities.","Klíčová slova: part-time mayors, full-time mayors, municipality size, quality of local self-government, local politics, Czech Republic"
2019,4,/magno/csr/2019/mn4.php,/artkey/csr-201904-0005_zivotni-jubileum-prof-milose-havelky.php,Životní jubileum prof. Miloše Havelky,Karel Müller,,,
2019,4,/magno/csr/2019/mn4.php,/artkey/csr-201904-0006_petra-guasti-zdenka-mansfeldova-eds-democracy-under-stress-changing-perspectives-on-democracy-governance.php,"Petra Guasti, Zdenka Mansfeldová (eds.): Democracy Under Stress. Changing Perspectives on Democracy, Governance and Their Measurement",Jaroslav Bílek,,,
2019,4,/magno/csr/2019/mn4.php,/artkey/csr-201904-0007_jaroslava-hasmanova-marhankova-martina-stipkova-prarodicovstvi-v-soucasne-ceske-spolecnosti.php,"Jaroslava Hasmanová Marhánková, Martina Štípková: Prarodičovství v současné české společnosti",Michaela Honelová,,,
2019,4,/magno/csr/2019/mn4.php,/artkey/csr-201904-0008_karel-m-ller-inovace-vedeni-instituce-k-vyzvam-soucasne-doby.php,Karel Müller: Inovace - vědění - instituce: k výzvám současné doby,Zuzana Terry,,,
2019,4,/magno/csr/2019/mn4.php,/artkey/csr-201904-0009_zsuzsa-gille-paprika-foie-gras-and-red-mud-the-politics-of-materiality-in-the-european-union.php,"Zsuzsa Gille: Paprika, Foie Gras, and Red Mud. The Politics of Materiality in the European Union",Martin Tremčinský,,,
2019,4,/magno/csr/2019/mn4.php,/artkey/csr-201904-0010_georg-simmel-rembrandt-umelecko-filozoficka-esej.php,Georg Simmel: Rembrandt. Umělecko-filozofická esej,Jitka Cirklová,,,
2019,4,/magno/csr/2019/mn4.php,/artkey/csr-201904-0011_konference-nase-spolecna-pritomnost-odpovedna-spotreba-co-z-muze-jednotlivec-a-co-ne-muze-stat.php,"Konference ""Naše společná přítomnost: Odpovědná spotřeba: Co (z)může jednotlivec a co (ne)může stát?""",Miloslav Lapka,,,
2019,3,/magno/csr/2019/mn3.php,/artkey/csr-201903-0001_an-experimental-exploration-of-diffuse-and-specific-public-support-for-the-eu-in-the-czech-republic.php,An Experimental Exploration of Diffuse and Specific Public Support for the EU in the Czech Republic,Zuzana Ringlerova,"Masaryk University, Brno","As populism is becoming more widespread across Europe public support for political systems has moved to the forefront of public debates. One type of public support-diffuse support-is important for political systems because it provides a source of stability in times of crisis. The existing research on political support in nation-states shows that public support for the political community of the nation tends to be diffuse, while public support for other parts of the political system less so. Is there, like in nation-states, diffuse support for the political community of the European Union? This article argues that there is, and using data from a survey experiment in the Czech Republic finds that support for the political community of the EU is significantly more diffuse than support for the EU's institutions or incumbents. Public support for the political community of the EU thus serves the EU as a source of stability in times of crisis.","Klíčová slova: political support, European Union, diffuse support, survey experiment, legitimacy"
2019,3,/magno/csr/2019/mn3.php,/artkey/csr-201903-0002_support-for-market-economy-principles-in-european-post-communist-countries-during-1999-2008.php,Support for Market Economy Principles in European Post-communist Countries during 1999-2008,"Tomáš Sirovátka, Martin Guzi, Steven Saxonberg","1 Masaryk University, Brno;2 Masaryk University, IZA and CELSI, Brno 3 Masaryk University, Brno, and Comenius University, Bratislava","Since the fall of the communist regimes in Central and Eastern Europe in 1989, a neoliberal discourse has dominated the thinking of the political elite in post-communist countries, paving the way for unprecedented mass privatisation, economic deregulation, and other market reforms. In this article, we study the development of public support for market economy principles in post-communist countries compared to other European countries between 1999 and 2008, the period that directly followed the initial stage of market transformation. The article is based on data from the European Values Study covering 22 European countries for the years 1999/2000 and 2008/2009. In addition to analysing the trends, multilevel regression models are used to study the determinants and levels of support for the market economy in post-communist and other European countries. When controlling for individual and country-level variables, a significant increase in support for market economy principles is observed in the post-communist cluster, which is not the case in the other countries. There is some inconsistency in support for the individual principles of market economics: support exists in post-communist countries for the notion that the state should be responsible for the social and economic well-being of its inhabitants and for state regulation of the economy, while support is high for some market economy principles, such as free competition and private ownership. In other words, support for some kind of social market seems to prevail among people living in post-communist countries, based on the notion that the state should combine a market economy with relatively generous social policies.","Klíčová slova: market economy, post-communist countries, free competition, private ownership, state regulation of the economy, welfare attitudes"
2019,3,/magno/csr/2019/mn3.php,/artkey/csr-201903-0003_if-you-were-an-animal-a-plant-a-meal-a-car-hellip-what-would-you-be-the-use-of-analogy-in-the-study-of.php,"'If You Were an Animal, a Plant, a Meal, a Car … What Would You Be?' The Use of Analogy in the Study of Identity Traits",Florentina Scârneci-Domnișoru,Transilvania University of Brașov,"The article presents a new data-collection technique that can be applied in identity studies: analogy. The use of metaphor in identity studies is no novelty, but this particular creative exercise used in sociological research has not been described before in the methodological literature. Three pieces of research in which this technique has been applied are presented here: studies in which participants have been asked to analogise the profession of sociologist, a state-owned company, or a privately-owned company with animals, plants, automobiles musical instruments, or types of meals. The article highlights the special features of the analogy technique, such as the fact that it diminishes the control mechanisms of the participants, making the data that are obtained less sensitive to social desirability. The analogy is presented as an unusual and fun technique that breaks up the routine of the respondent's day-to-day life and is a contrast to the monotonous nature of common tests and questionnaires. Applying this exercise in social research is easy. Analogy obtains meaningful answers from participants and it provides valuable results. Because it is able to access surprising information and a very wide range of identity aspects, analogy can be used in all kinds of social research: sociological, psychological, management, political sciences, communication, social work, public relations, human resources, and others.","Klíčová slova: analogy, metaphorical thinking, creative methodologies, identity, qualitative data"
2019,3,/magno/csr/2019/mn3.php,/artkey/csr-201903-0004_performing-on-the-boundary-of-art-and-sport-the-case-of-competitive-ballroom-dancers.php,Performing on the Boundary of Art and Sport: The Case of Competitive Ballroom Dancers,Dominika Byczkowska-Owczarek,University of Lodz,"In this article the author sheds light on how dancers act towards their bodies in the exceptionally competitive environment of competitive ballroom dancing. I also show how constantly performing on the boundary between two worlds, art and sport, and reconciling conflicting requirements influences perspectives on the body, how it is used, and how it physically changes. Drawing on specific examples from the field, the author argues that competition, the use of objects, appearance, emotions, and charisma during a ballroom performance are all socially created, actively reconstructed through social interaction, and shaped by institutional rules. The social context of those actions, which is formed by institutionalisation, high competition, and the aesthetics of the upper social classes, produces a specific approach to the body: treating it as an efficient tool to obtain social status. This tool requires both sharpening (strategies for constructing its effectiveness) and polishing (strategies concerned with aesthetics and transforming one's appearance). The conclusions of the research include the finding that ballroom dancing involves the direct embodiment of cultural norms and the subordination of the human body to the ideas of the bourgeois classes. The above insights are based on data collected during a six-year ethnographic study in the social subworld of competitive ballroom dancing.","Klíčová slova: ballroom dance, sport-sociological perspective, body, institutionalised competition, social aspects of leisure"
2019,3,/magno/csr/2019/mn3.php,/artkey/csr-201903-0005_nick-srnicek-and-alex-williams-inventing-the-future-postcapitalism-and-a-world-without-work.php,Nick Srnicek and Alex Williams: Inventing the Future: Postcapitalism and a World without Work,"Franco Bonomi Bezzo, Federico Derchi",,,
2019,3,/magno/csr/2019/mn3.php,/artkey/csr-201903-0006_herbert-obinger-klaus-petersen-and-peter-starke-eds-warfare-and-welfare-military-conflict-and-welfare-stat.php,"Herbert Obinger, Klaus Petersen and Peter Starke (eds): Warfare and Welfare. Military Conflict and Welfare State Development in Western Countries",Sergiu Delcea,,,
2019,3,/magno/csr/2019/mn3.php,/artkey/csr-201903-0007_paul-mason-postcapitalism-a-guide-to-our-future.php,Paul Mason: Postcapitalism: A Guide to Our Future,Riccardo Saracino,,,
2019,3,/magno/csr/2019/mn3.php,/artkey/csr-201903-0008_katherine-bischoping-and-amber-m-gazso-analyzing-talk-in-the-social-sciences.php,Katherine Bischoping and Amber M Gazso: Analyzing Talk in the Social Sciences,Martin Vávra,,,
2019,3,/magno/csr/2019/mn3.php,/artkey/csr-201903-0009_gary-saul-morson-and-morton-schapiro-cents-and-sensibility-what-economics-can-learn-from-the-humanities.php,Gary Saul Morson and Morton Schapiro: Cents and Sensibility: What Economics Can Learn from the Humanities,Marta Neves,,,
2019,3,/magno/csr/2019/mn3.php,/artkey/csr-201903-0010_philip-tetlock-and-dan-gardner-superforecasting-the-art-and-science-of-prediction.php,Philip Tetlock and Dan Gardner: Superforecasting: The Art and Science of Prediction,Risto Conte Keivabu,,,
2019,3,/magno/csr/2019/mn3.php,/artkey/csr-201903-0011_andy-green-the-crisis-for-young-people-generational-inequalities-in-education-work-housing-and-welfare.php,"Andy Green: The Crisis for Young People: Generational Inequalities in Education, Work, Housing and Welfare",Kathryn Wane,,,
2019,3,/magno/csr/2019/mn3.php,/artkey/csr-201903-0012_richard-m-ryan-and-edward-l-deci-self-determination-theory-basic-psychological-needs-in-motivation-develop.php,"Richard M. Ryan and Edward L. Deci: Self-Determination Theory: Basic Psychological Needs in Motivation, Development, and Wellness",Martin Klein,,,
2019,2,/magno/csr/2019/mn2.php,/artkey/csr-201902-0001_youtubing-as-the-construction-destruction-and-restoration-of-privacy.php,"Youtuberství jako konstrukce, destrukce a reparace soukromí","Lukáš Slavík, Pavel Pospěch","Fakulta sociálních studií, Masarykova univerzita, Brno","The study focuses on privacy in online social networks. It presents an empirical analysis of youtubers, a group that has not yet been studied in the Czech social sciences. Using interpretive phenomenological analysis and in-depth interviews, we show that there is a typical 'career' trajectory that youtubers proceed along, whose structure is determined by experiences of breach of privacy and by mechanisms of reparation. These mechanisms and practices must be employed in order to resolve a fundamental tension between the demand for self-disclosure, arising out of confessional culture and the ideology of authenticity, and the parallel demand for retaining privacy. Breach of privacy is conceptualised as a violation of the equilibrium of its three constitutive elements: content, border, and context. Such situations are experienced as threats to the identity of the youtubers, who seek to avoid these threats by means of reparation practices, changes in how they perform privacy, and the use of what we call tools of controlled (in)accessibility. Unlike normative critiques that lament the loss of privacy on social networks, this article concludes that youtubers are highly competent guardians of their own performed privacy.","Klíčová slova: privacy, social networks, youth, breach of privacy, youtubers"
2019,2,/magno/csr/2019/mn2.php,/artkey/csr-201902-0002_the-role-of-cognitive-abilities-in-assortative-mating-partner-preferences-of-young-adults.php,Role kognitivních schopností ve výběrovém párování: partnerské preference mladých lidí,"Markéta Šetinová, Jana Klímová Chaloupková","Fakulta sociálních věd, Univerzita Karlova, Praha;Sociologický ústav Akademie věd ČR, v. v. i., Praha","This article focuses on the relationship between young adults' cognitive abilities and individual partner preferences. We worked with the Preference NSZ 2017 data set, which contains data on partner preferences and the results of the National Comparative Secondary-School Exams of Czech high school graduates, and our analyses, using logistic regression, confirmed a tendency towards homophily on the level of cognitive abilities and university education. Young people with above-average results place more importance on agreement in political opinions, but do not regard the partner's homemaking abilities or financial situation as too important. The results further show that partner preferences differ according to the education capital of the background family and according to preferred partnership arrangement. We also find significant differences in the partner preferences of men and women that reflect ideas about traditional gender roles. Women favour characteristics that relate to status, and men assign more importance to physical looks.","Klíčová slova: partner preferences, cognitive abilities, education, educational homogamy, intelligence"
2019,2,/magno/csr/2019/mn2.php,/artkey/csr-201902-0003_using-the-respondent-driven-sampling-method-to-survey-homeless-populations-basic-principles-application-and-p.php,"Využití metody Respondent-Driven Sampling u populace lidí bez domova: základní principy, aplikace a praktická doporučení","Hana Daňková, Josef Bernard, Petr Vašát","Sociologický ústav AV ČR, v. v. i., Praha","Respondent-driven sampling (RDS) is a survey method used to create samples of populations that are hidden and hard to reach. Even though the method has been used since the 1990s in studies internationally, it has not yet been used in Czech research. The RDS methodology tends to be described presented as a statistical tool that makes it possible to produce unbiased estimates of hidden or hard-to-reach populations, and at the same as a tool with which to effectively recruit respondents from the given populations. The goal of the article is to introduce RDS methodology and its uses and to present and assess its application in a homeless survey conducted in two Czech cities - Prague (N=322) and Pilsen (N=146). We show that as long as certain preconditions are met the method proves to be fact and effective, especially with respect to the speed at which it is possible to sample the homeless population. We compare the outcome of the RDS survey with that of a survey of the homeless population in Prague (2010) and assess whether and how the outcomes of the two samples differ in certain population characteristics. Finally, we offer practical suggestions and observations on using the RDS method for sampling homeless populations.","Klíčová slova: respondent-driven sampling, hidden and hard to reach populations, methodology, homelessness, Czech republic"
2019,2,/magno/csr/2019/mn2.php,/artkey/csr-201902-0004_the-use-of-statistical-and-substantive-significance-in-the-czech-social-sciences.php,P a d (Používání statistické a věcné významnosti v českých sociálních vědách),Petr Soukup,"Fakulta sociálních věd, Univerzita Karlova, Praha","The aim of the article is to quantify how often in leading Czech social-science journals (Československá psychologie / Czechoslovak Psychology, Pedagogika/Pedagogy, and Sociologický časopis / Czech Sociological Review) authors choose the wrong procedures to analyse quantitative data. In particular, attention is focused on the incorrect choice of statistical tests, their misinterpretation and mechanical application, and the use of effect sizes, that are so highly recommended nowadays. The basic research period was ten years, from 2005 to 2014, and for the Czech Sociological Review the period was extended back to 1995. The results of the content analysis of published articles (N=363) show that statistical tests are applied quite often to data that are not suitable for statistical tests: this is found in about one-fifth of cases in Czech Sociological Review, one-half in Pedagogy, and more than three-quarters in Czechoslovak Psychology. In addition, authors often make mechanical use of statistical methods or make incorrect interpretations (in over 40% of articles in the Czech Sociological Review over the last 10 years) and there are rarely any substantive interpretations of results (especially in Czechoslovak Psychology). Effect sizes are applied relatively often, but there are also gaps in their usage. It is clear from the results that changes are necessary both in the teaching of quantitative methodology and publishing practices in this subject area.","Klíčová slova: statistical significance, substantive significance, effect sizes, content analysis"
