year,issue,issue_link,article_link,title,authors,affiliation,annotation,tags
2023,3,/magno/csr/2023/mn3.php,/artkey/csr-202303-0004_8216-we-have-always-been-like-this-8217-the-local-embeddedness-of-migration-attitudes.php,‘We Have Always Been like This’: The Local Embeddedness of Migration Attitudes,"Ivana Rapoš Božič ORCID..., Alica Synek Rétiová ORCID..., Radka Klvaňová ORCID...","Faculty of Social Studies, Masaryk University, Brno","This article contributes to the local turn in migration research. It explores how the city context shapes migration attitudes among residents, resulting in the formation of imagined communities of 'Locals' and 'Others'. Relying on qualitative research methods and cultural sociological theories of cultural armatures of the city, cultural repertoires, and symbolic boundaries, we examine the cases of two Czech cities, Teplice and Vyšší Brod. We find that the specific characteristics of the local history, geography, and demography of the cities give rise to distinct cultural repertoires that shape how their residents view migration and the presence of people with a migratory background in their city. We identify two prevailing cultural repertoires, local cosmopolitanism in Teplice and Czech nativism in Vyšší Brod, which inform both the patterns of boundary work towards residents with a migratory background and their positioning on local hierarchies of otherness. We argue that to understand the role of local context in the formation of migration attitudes, it is not sufficient to study only the characteristics of cities; how these characteristics are made meaningful by the people who live in them should also be considered.","Klíčová slova: migration attitudes, local turn, city context, cultural repertoires, symbolic boundaries"
2023,3,/magno/csr/2023/mn3.php,/artkey/csr-202303-0006_tomasz-inglot-dorottya-szikra-and-cristina-ra-539-mothers-families-or-children-family-policy-in-poland.php,"Tomasz Inglot, Dorottya Szikra and Cristina Raț: Mothers, Families, or Children? Family Policy in Poland, Hungary, and Romania, 1945–2020",Sergiu Delcea,"New Europe College, Bucharest",,
2023,3,/magno/csr/2023/mn3.php,/artkey/csr-202303-0007_nancy-folbre-the-rise-and-decline-of-patriarchal-systems-an-intersectional-political-economy.php,Nancy Folbre: The Rise and Decline of Patriarchal Systems: An Intersectional Political Economy,Frederik Pfeiffer,University of Gothenburg,,
2023,3,/magno/csr/2023/mn3.php,/artkey/csr-202303-0008_minouche-shafik-what-we-owe-each-other-a-new-social-contract-for-a-better-society.php,Minouche Shafik: What We Owe Each Other: A New Social Contract for a Better Society,Nora Kannisto,University of Southern Denmark,,
2023,3,/magno/csr/2023/mn3.php,/artkey/csr-202303-0009_john-wall-give-children-the-vote-on-democratizing-democracy.php,John Wall: Give Children the Vote: On Democratizing Democracy,Óskar Daði Jóhannsson,"Interdisciplinary Centre on Population Dynamics | CPop, at the University of Southern Denmark Centre for Demographic Studies | CED, at the Autonomous University of Barcelona",,
2023,3,/magno/csr/2023/mn3.php,/artkey/csr-202303-0010_daron-acemoglu-redesigning-ai-8211-work-democracy-and-justice-in-the-age-of-automation.php,"Daron Acemoglu: Redesigning AI – Work, Democracy, and Justice in the Age of Automation",Selina Dzafic,University of Southern Denmark,,
2023,3,/magno/csr/2023/mn3.php,/artkey/csr-202303-0011_nuno-crato-improving-a-country-8217-s-education-pisa-2018-results-in-10-countries.php,Nuno Crato: Improving a Country’s Education PISA 2018 Results in 10 Countries,Nanna Rahbek Jørgensen,"Kontoret for Frie Skoler, Denmark",,
2023,3,/magno/csr/2023/mn3.php,/artkey/csr-202303-0012_bertel-nygaard-history-and-the-formation-of-marxism.php,Bertel Nygaard: History and the Formation of Marxism,Baihe Zhang,"Department of Marxism, Northeast Normal University, China",,
2023,2,/magno/csr/2023/mn2.php,/artkey/csr-202302-0010_za-krizi-bydleni-koncepty-kontexty-konverzace-a-kritika.php,"Za krizí bydlení: koncepty, kontexty, konverzace a kritika","Terezie Lokšová, Tomáš Hoření Samec","Sociologický ústav AV ČR, v. v. i., Praha",,
2023,2,/magno/csr/2023/mn2.php,/artkey/csr-202302-0001_housing-as-an-exception-eviction-as-everyday-life.php,"Bydlení jako výjimka, evikce jako každodennost","Pavel Doboš ORCID...1, Kristina Jamrichová2, Jakub Mácha2, Ondřej Mohyla2, Roman Novotný3, Martina Růžičková2","1
Přírodovědecká fakulta, Masarykova univerzita, Brno;2
Fakulta výtvarných umění, Vysoké učení technické v Brně;3
Filozofická fakulta, Masarykova univerzita, Brno","This article focuses on evictability and the eviction of the residents of one block of flats in a small southern Slovakian town. Most of the building's inhabitants are Roma, but the problem of cultural racism is interconnected with political, economic, legal, and even research and activist issues. The article is based on socially committed ethnographic research and the perspective of critical human geography. The theoretical framework is informed by the geographies of eviction, which grasp evictions as a becoming affective process. In this approach the focus is on not just the structural and other causes of eviction and its negative consequences but also and above all on the eviction that is taking place in the present and that temporally goes beyond the act of displacement - it signifies the lasting effect of sovereign power exercised through threats of eviction and 'home unmaking' brought about by the withholding of vital infrastructure. The analysis distinguishes four becoming phases. The first one shows how tenants' precarity is made when their stigmatisation as Roma intersects with the neoliberal imperatives of individual responsibility asserted by the town. In the second phase, the eviction begins, giving rise to affects of confusion, desperation, and fear. The third phase brings resistance to the arbitrary sovereign power of the town authorities. In the fourth phase the resistance sees some successes, but the town's sovereign power at the same time expands its spatiality. The state of the eviction here is not final and it can still develop in different ways.","Klíčová slova: eviction, evictability, affect, sovereign power, tenants"
2023,2,/magno/csr/2023/mn2.php,/artkey/csr-202302-0002_the-housing-first-assemblage-an-example-of-rapid-re-housing-for-homeless-families-with-children-in-the-cit.php,Asambláž „Bydlení především“: příklad projektu „Rapid Re-Housing pro rodiny s dětmi bez domova“ ve městě Brně,"Petr Kubala1, Eliška Černá2, Štěpán Ripka2, Ondřej Krčál3, Rostislav Staněk3","1
Sociologický ústav AV ČR, v. v. i., Praha;2
Fakulta sociálních studií, Ostravská univerzita;3
Ekonomicko-správní fakulta, Masarykova univerzita, Brno","Using the example of a Rapid Re-Housing project, this article aims to open up a more general social-scientific debate within the context of critical discussions about ending homelessness in the Czech Republic. It at the same time seeks to refine the usage of the 'urban assemblages' concept in sociological and anthropological research. A Rapid Re-Housing project was piloted in Brno in 2016-2018. Its objective was to house 50 families in need of housing in municipal apartments and to provide social support in the form of intensive case management. The project included a randomised controlled trial and a qualitative evaluation. This research showed that the effects of the intervention were positive for the vast majority of indicators monitored, with some of the intervention families experiencing significant changes in their financial situation. Discussing the effects of the Brno 'housing first assemblage' we respond to to the reservations that have been voiced about the practice of housing First programmes. We base our responses here on empirical data and the concept of 'relations of exteriority' and show that even projects based on solving 'only one component' can initiate broader socio-material transformations of contemporary societies.","Klíčová slova: urban assemblages, families, homelessness, Housing First, randomised controlled trial"
2023,2,/magno/csr/2023/mn2.php,/artkey/csr-202302-0003_participatory-housing-a-new-conceptual-framework-for-democratic-forms-of-housing-in-the-czech-republic.php,Participativní bydlení: nová konceptualizace demokratických forem bydlení v České republice,"Jan Malý Blažek1, Tomáš Hoření Samec2, Petr Kubala2, Václav Orcígr3","1
Fakulta sociálních studií, Masarykova univerzita, Brno;2
Sociologický ústav Akademie věd ČR, v. v. i., Praha;3
Fakulta sociálních věd, Univerzita Karlova, Praha","In recent years, in response to the increasing unaffordability of housing, many European countries have seen a renewed interest in forms of housing that emphasise elements of cooperation, self-organisation, and sharing (of space, organisation, or ownership between households). In the Czech Republic, we recently identified the first efforts of some municipalities and smaller groups of citizens to transpose this 'housing innovation' into the Czech context, which until now has predominantly favoured individual owner-occupied housing. Considering that these emerging forms of housing in the Czech Republic have yet to be conceptualised in theory, the goal of our article is to initiate a debate on a more precise conceptual understanding. To this end, we propose an overarching definition of participatory housing, which we present using three defining principles and five dimensions of participation. Reflecting on existing Western European conceptualisations and a historical contextualisation of (related forms of) housing in the territory of what is today the Czech Republic, we discuss the specific dimensions of the concept of participatory housing, the conditions of its existence, and what makes it distinct from other forms of housing.","Klíčová slova: participatory housing, conceptual framework, collaborative housing, housing crisis, Czech Republic, historical contextualisation"
2023,2,/magno/csr/2023/mn2.php,/artkey/csr-202302-0004_we-d-hoped-that-the-flat-would-be-ours-one-day-the-fight-for-fair-privatisation-in-the-moje-pisnice-initiati.php,"„Doufali jsme, že ten byt jednou bude náš.“ Boj za férovou privatizaci v případu iniciativy Moje Písnice","Jakub Černý1, Yuliya Moskvina2, Ludmila Böhmová3","1
Fakulta sociálních studií, Ostravská univerzita;2
Fakulta sociálních věd, Univerzita Karlova, Praha;3
Fakulta humanitních studií, Univerzita Karlova, Praha","In this article, we analyse the conditions behind the formation of the tenant initiative Moje Písnice, which existed in Prague between 2016 and 2020. In the theoretical part, we explain the concepts of urban movements and tenant movements in Central and Eastern Europe and emphasise the role of everyday life and emotions in the genesis of a collective actor. We use qualitative methodology based on an analysis of 12 in-depth semi-structured interviews with members and one supporter of the Moje Pisnice Initiative. This initiative provides an illustration of the formation of collective actors in the urban space in Central and Eastern Europe. We focus specifically on the historical and social conditions behind the initiative's development and the emergence of a shared identity and shared housing expectations and the disappointment resulting from unfulfilled hopes. Other important factors that we discuss are the intersubjectivity of emotions and the emancipatory potential of the initiative's organisational structure, which enabled the participation of people with no prior experience with activism. We also focus on the public's sense of disillusionment with civic engagement and with the political system in general since 1989. This research contributes to the study of tenant movements in postsocialist countries, which are often an overlooked actor in one of the most important processes in the post-1989 transformation - privatisation. In contrast to previous research, we focus on the role of shared emotions and the subjective experience of historical processes.","Klíčová slova: urban movements, tenant movements, privatisation, emotions, CEE"
2023,2,/magno/csr/2023/mn2.php,/artkey/csr-202302-0007_o-politicke-ekonomii-bydleni-rozhovor-s-manuelem-aalbersem-a-steffenem-wetzsteinem.php,O politické ekonomii bydlení: Rozhovor s Manuelem Aalbersem a Steffenem Wetzsteinem,Václav Walach,"Filozofická fakulta, Univerzita Karlova, Praha",,
2023,2,/magno/csr/2023/mn2.php,/artkey/csr-202302-0008_pro-reseni-krize-bydleni-nestaci-reformovat-kapitalismus-rozhovor-s-markem-gottdienerem.php,Pro řešení krize bydlení nestačí reformovat kapitalismus: Rozhovor s Markem Gottdienerem,Václav Orcígr,"Fakulta sociálních věd, Univerzita Karlova, Praha",,
2023,2,/magno/csr/2023/mn2.php,/artkey/csr-202302-0009_o-kontextech-a-konceptech-aneb-parhessia-ke-knize-na-jedne-lodi.php,O kontextech a konceptech aneb parhessia ke knize Na jedné lodi,Petr Vašát,"Sociologický ústav AV ČR, v. v. i., Praha",,
2023,2,/magno/csr/2023/mn2.php,/artkey/csr-202302-0005_petr-vasat-na-jedne-lodi-globalizace-a-bezdomovectvi-769-v-c-780-eske-769-m-me-780-ste.php,Petr Vašát: Na jedné lodi: globalizace a bezdomovectví v českém měste,Blanka Kissová,Univerzita Palackého v Olomouci,,
2023,2,/magno/csr/2023/mn2.php,/artkey/csr-202302-0006_prazsky-trh-s-najemnim-bydlenim-suplovat-nedostatek-socialnich-bytu-nedokaze-zprava-z-realizace-projektu-822.php,Pražský trh s nájemním bydlením suplovat nedostatek sociálních bytů nedokáže: Zpráva z realizace projektu „Aplikace inovačního nástroje – Zabydlování v podmínkách tržního prostředí hlavního města Praha“,Magdaléna Trusinová,"Jako doma – Homelike, o. p. s.",,
2023,1,/magno/csr/2023/mn1.php,/artkey/csr-202301-0001_the-stability-of-co-residential-partnerships-after-first-birth-did-the-8216-protective-effect-of-marriage-8.php,Stabilita koresidenčních partnerství po narození prvního dítěte: zesílil po roce 1989 „ochranný efekt manželství“?,"Marcela Trávníčková, Martin Kreidl","Fakulta sociální studií, Masarykova univerzita, Brno","This article investigates the stability of co-residential partnerships after first birth in the Czech Republic. It explores the ‘marriage premium’, which refers to the advantage that children born to married parents have in comparison to other parental arrangements, and also highlights change in the ‘marriage premium’ after 1989. The analysis also examines the effect of marriage timing: Does the marriage premium differ between pre-birth and post-birth marriages? Did the effect of timing also change after 1989? The analysis is based on Czech GGS (Generations and Gender Survey) data from 2005. Direct marriages are the most stable unions, cohabitations are the least stable. Among couples who were not married, the odds of dissolution increased by 142 per cent (in comparison to marriages without pre-marital cohabitation). This ‘marriage premium’ increased after 1989. Marriage timing has come to play an increasingly important role. In the pre-1989 marriage cohort, pre-birth and post-birth marriage had the same stabilising effect. After 1989, however, pre-delivery wedding stabilises unions more than post-delivery legitimising marriages. We conclude that the era of highly individualised partnership choices has clearly shone a light on the consequences of these choices for subsequent union stability.","Klíčová slova: marriage, cohabitation, coresident partnership, union instability"
2023,1,/magno/csr/2023/mn1.php,/artkey/csr-202301-0002_equal-wage-for-equal-work-gender-wage-equality-in-diverse-labour-market-contexts.php,Za stejnou práci stejná odměna? Genderová rovnost v odměňování v různých kontextech trhu práce,"Alena Křížková, Kristýna Pospíšilová","Sociologický ústav AV ČR, v. v. i., Praha","Although international comparisons point to the gender pay gap (GPG) as a significant problem in the Czech labour market, until recently the GPG has not been the subject of deeper research or political attention. Using linked employer–employee data, the article answers the question of whether men and women were paid an equal wage for equal work in 2005–2020 and what part of the total GPG is caused by the segregation of women and men into different occupations, workplaces, and jobs. We also pose these questions separately for the public and private spheres, for selected industries, and for workplaces according to size. Throughout the monitored period, the GPG for equal work is around 10% and another roughly one-half of total GPG is caused by gender segregation. There has been a slight decrease since 2018, especially in workplaces with more than 5000 employees, where, however, the significance of women’s segregation into lower-paid positions is growing. The research confirmed that in more regulated, and therefore more transparent, contexts, such as the public sphere and in large workplaces (but also in small companies with up to 50 employees), the GPG for equal work is smaller than elsewhere. The results point to the need to systematically monitor the GPG and increase the transparency of remuneration systems in the workplace. In connection with the GPG, it will also be necessary to analyse the organisational processes that lead to women’s segregation into occupations, workplaces, and jobs that have lower wages, as well as the growing precarity of the Czech labour market.","Klíčová slova: gender wage gap, equal wage for equal work, gender segregation, wage transparency, linked employer–employee data"
2023,1,/magno/csr/2023/mn1.php,/artkey/csr-202301-0003_are-all-disadvantaged-equal-predictors-of-living-in-hostels-in-czech-socially-excluded-localities.php,Znevýhodnění mezi znevýhodněnými? Prediktory bydlení na ubytovnách v českých sociálně vyloučených lokalitách,"Václav Walach1, Patrik Galeta1, Alica Brendzová2, Petr Kupka1","1
Fakulta filozofická, Západočeská univerzita v Plzni;2
Filozofická fakulta, Univerzita Karlova, Praha","This study explores the relationship between social exclusion and housing tenure. It seeks to identify the factors that increase the chance that inhabitants of socially excluded localities (SELs) in Czechia will live in a hostel (a single room occupancy hotel). Do these factors indicate a higher intensity of social exclusion among people who live in hostels? Do hostels house the more disadvantaged segment of the disadvantaged population, such as the inhabitants of SELs? Our aim is to produce a more nuanced understanding of the different needs of the heterogeneous population of socially excluded localities, which can be used to implement socially inclusive measures. We analyse data obtained in a survey of the population of SELs. We apply binary logistic regression using socio-demographic and socio-economic characteristics of respondents and their households and variables measuring victimisation and respondents’ risk behaviour as predictors. Along with descriptive statistics we present the results of the simple and multiple binary logistic regressions. The multiple model revealed the following predictors to be statistically significant: the share of rent in household income, household size, residential mobility, citizenship, labour status, criminal activity not punished by imprisonment, nationality/ethnicity, and property victimisation of the household. Except for the last two, these factors increase the chance of socially disadvantaged persons living in a hostel. Future research directions and the political implications of our findings are discussed in the conclusion.","Klíčová slova: social exclusion, housing tenure, hostel, single-room occupancy hotels, residential segregation, urban marginality"
2023,1,/magno/csr/2023/mn1.php,/artkey/csr-202301-0004_zemrel-atlas-ceske-socialni-antropologie-josef-kandert-22-cervence-1943-8211-8-prosince-2022.php,Zemřel Atlas české sociální antropologie. Josef Kandert (22. července 1943 – 8. prosince 2022),Zdeněk R. Nešpor,"Sociologický ústav AV ČR, v. v. i., Praha",,
2023,1,/magno/csr/2023/mn1.php,/artkey/csr-202301-0005_tomas-profant-kritika-rozvoje-od-kolonialismu-k-postrozvojove-praxi.php,Tomáš Profant: Kritika rozvoje: Od kolonialismu k postrozvojové praxi,Layla Bartheldi,"Fakulta sociálních věd, Univerzita Karlova, Praha",,
2023,1,/magno/csr/2023/mn1.php,/artkey/csr-202301-0006_lucie-vidovi-ova-marcela-petrova-kafkova-barbora-hubatkova-lucie-galcanova-batista-starnuti-na-venkove-pod.php,"Lucie Vidovićová, Marcela Petrová Kafková, Barbora Hubatková, Lucie Galčanová Batista: Stárnutí na venkově: Podoby aktivního stárnutí a kvalita života v rurálních oblastech",Martina Veverková,"Filozofická fakulta, Univerzita Karlova, Praha",,
2023,1,/magno/csr/2023/mn1.php,/artkey/csr-202301-0007_marie-bohata-a-kolektiv-etika-a-integrita-verejne-spravy.php,Marie Bohatá a kolektiv: Etika a integrita veřejné správy,Aneta Soukopová,"Fakulta sociálních věd, Univerzita Karlova, Praha",,
