id,year,issue,issue_link,article_link,title,authors,first_author_gender,affiliation,annotation,tags,language,topic,top_n_words,representative_document,prob_politics,probs_education,prob_gerontology,prob_gender,prob_parenting,prob_spacetime,prob_migration,prob_partnership,prob_culture_media,prob_housing,prob_rural,prob_environment,prob_methodology,dim1,dim2
425,2017,2,/magno/csr/2017/mn2.php,/artkey/csr-201702-0003_the-impact-of-open-classroom-climate-and-classroom-socio-economic-composition-on-civic-knowledge-and-attitudes.php,Vliv klimatu školní třídy a jejího socioekonomického složení na občanské znalosti a postoj k volební účasti,Aleš Kudrnáč,male,"Sociologický ústav AV ČR, v.v.i., Praha","Research to date indicates that there is a positive association between the family-based socio-economic status (SES) of students and pupils' own level of civic knowledge and attitudes toward voting. Many scholars think that social stratification of the electorate may lead to differential political representation of social groups thereby weakening the legitimacy of democracy among the lower social strata who participate least in politics. In this respect, it is often argued that one of the roles of schools is to reduce the difference in civic participation among students coming from families in different social strata. In this vein, this article examines if (a) type of classroom learning operationalised as 'open classroom climate' and (b) the socioeconomic composition of the class help to explain differences in students' level of civic knowledge and attitudes toward voting. The data used in this study comes from the International Citizenship and Civic Education (ICCS) survey of 8th-grade student carried out in 2009. The multilevel modelling results show that the SES of a students' family does help to explain differences in pupils' civic knowledge and attitudes toward voting, and this classroom effect is especially strong among low SES students. In contrast, the presence of an open classroom climate has no significant effects on knowledge or attitudes to voting. This article concludes with a discussion of how these findings shape current understanding of how contrasting educational trajectories may have political consequences over the long-term.","inequality, family background, civic knowledge, open classroom climate, voting turnout",czech,Politics,political - support - postcommunist - participation - principles - countries - parliamentary - economy - postcommunist countries - citizenship,TRUE,1,0,0,0,0,0,0,0,0,0,0,0,0,4.5014787,5.6590486
49,2022,2,/magno/csr/2022/mn2.php,/artkey/csr-202202-0002_the-czech-home-birth-controversy-as-an-example-of-the-activation-of-the-civil-sphere-jeffrey-alexander-s-conce.php,Spor o domácí porody jako příklad aktivizace občanské sféry: koncept societalizace Jeffreyho Alexandera,"Eva M. Hejzlarová, Anna Durnová",female,"Fakulta sociálních věd, Univerzita Karlova, Praha; Institut sociologie, Univerzita ve Vídni","The article analyses the public dispute over homebirths in Czechia over the past two decades using the concept of 'societalisation'. Drawing on a wealth of empirical material, including media outputs, court proceedings, changes in legislation, expert opinions, and other supplementary materials, the article examines the homebirth dispute on the legislative, judicial, and public policy levels and in relation to the media and experts. The analysis structures the evolution of the dispute into five phases that reflect the evolution of the homebirth issue from the perspective of civil sphere dynamics. One of the key moments in the societalisation process 'code-switching'. In the Czech homebirth context, code-switching occurs when homebirth ceases to be presented in the media solely as a health-care problem, articulated dominantly by doctors as the experts in this field, and it becomes a dispute over human rights and the right to choose as central values of a liberal-democratic political establishment. The concept of societalisation can be used to present a coherent story of the homebirth dispute while maintaining the complexity of the issue and highlighting the civil sphere's important activating role.","homebirth, societalisation, health care, civil sphere, democracy",czech,Gerontology,care - age - old - women - health - roles - body - active - relationships - role,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,11.017602,4.63406
98,2021,3,/magno/csr/2021/mn3.php,/artkey/csr-202103-0001_how-transnational-migrants-integrate-the-case-of-moldovans-living-in-czechia-and-italy.php,How Transnational Migrants Integrate: The Case of Moldovans Living in Czechia and Italy,"Eva Janská, Jiří Hasman, Zdeněk Čermák",female,"Faculty of Science, Charles University, Prague","This article examines whether the social, cultural, or economic dimensions of integration into a receiving society have the effect of intensifying or weakening transnational ties to a migrant's country of origin. The article is based on an analysis of unique data gathered in a questionnaire survey conducted among 409 Moldovan migrants living in Italy and Czechia and resident there for more than one year. Transnational and integration indices were constructed in order to investigate the relationships between selected characteristics of the respondents. The analysis reveals that greater socio-cultural integration is accompanied by weaker transnational practices, where key roles are played by the length of stay and age upon arrival. This is found to apply to Moldovans in both countries, although a slightly more positive relationship is observed between Italian Moldovans' economic integration and transnationalism, suggesting that economic resources facilitate the maintenance and development of cross-border networks.","transnationalism, integration, Moldovans, Italy, Czechia",english,Migration,transnational - networks - towards - attitudes - ties - eu - cultural - attitudes towards - home - majority,FALSE,0,0,0,0,0,0,1,0,0,0,0,0,0,5.760807,3.1041484
526,2016,2,/magno/csr/2016/mn2.php,/artkey/csr-201602-0001_who-fears-crime-and-how-does-this-fear-influence-trust-in-selected-social-institutions-in-the-czech-republic.php,Kdo se obává kriminality a jak tyto obavy ovlivňují důvěru ve vybrané společenské instituce v České republice?,Eva Krulichová,female,"Sociologický ústav Akademie věd ČR, v.v.i., Praha","Over the years both scientists and scholars have been interested in fear of crime because it ranks among the most important indicators of the effectiveness of the fight against crime. Although this phenomenon is widely studied abroad, there are only a handful of Czech studies that discuss it in depth. The aim of this article is to broaden the scope of research in this area. The article maps the possible causes and consequences of fear of crime in reference to the literature and the specific milieu of the Czech Republic. The author draws on a representative sample of 2836 respondents from the fifth wave of the European Social Survey. Consistent with findings in international research the data suggest that a perceived risk of victimisation is a significant factor influencing respondents' fear. Conversely, indicators of vulnerability, such as gender and satisfaction with family income or victimisation, although statistically significant, explain only a small part of the variability of the dependent variable. Rather they act vicariously right through the perceived risk of victimisation. Finally, the data suggest that fear of crime can play an important role in shaping attitudes towards different social institutions, in particular the police. A higher fear of crime correlates with/is associated with a worse assessment of police effectiveness.","fear of crime, perceived risk of victimisation, police effectiveness, European Social Survey Round 5",czech,Others/Unclassified,institutions - exclusion - pandemic - public - schools - local - study - institutional - political - qualitative,FALSE,0,0,0,0,0,0,0,0,0,0,0.06967064758074629,0,0,8.736596,4.3869085
685,2014,4,/magno/csr/2014/mn4.php,/artkey/csr-201404-0001_methodological-aspects-of-measuring-the-czech-public-s-attitudes-to-the-punishment-of-offenders.php,Metodologické aspekty měření postojů české veřejnosti k trestání pachatelů trestných činů,"Eva Moravcová, Jan Tomášek",female,"Sociologický ústav Akademie věd ČR, v.v.i., Praha; Institut pro kriminologii a sociální prevenci, Praha","The trend towards harsher punishment of offenders, usually termed the 'new punitiveness', is often explained as a response to deepening social and economic uncertainty. One important area that criminal policy research has long dealt with is public attitudes to punishment. Statements that the public want more severe punishments for those who break the law are often used to justify introducing measures to make the criminal justice system harsher. There are, however, different ways to measure public opinion on criminal sentencing. While general attitudinal questions indicate the public to be very punitive in outlook, when they have to evaluate specific cases the results are slightly more positive. Drawing on data from the European Social Survey, the article aims to describe the current level of punitiveness in the Czech Republic, as measured by both above-mentioned indicators, and to assess whether the respondents' answers to such indicators are influenced by the same factors. Data show that Czechs tend to have relatively strong punitive attitudes. However, past studies have shown that people are less punitively inclined when they are judging a specific case. Moreover, regression analysis suggests that, rather than individual punitive sentiments, the general measure of punitiveness reflects cognitive and emotional reactions of a different nature (e.g. the quality of work of the court system), which means that the information on public attitudes it produces could be misleading.","public attitudes to punishment, new punitiveness, restorative justice, prison population, ESS R 5",czech,Others/Unclassified,institutions - exclusion - pandemic - public - schools - local - study - institutional - political - qualitative,TRUE,0,0,0,0,0,0,0,0,0,0,0.05851288888078455,0,0,8.707607,4.3790545
50,2022,2,/magno/csr/2022/mn2.php,/artkey/csr-202202-0003_towards-the-principles-of-populist-communication-the-topic-of-corruption-in-the-election-manifestos-of-czech-p.php,Směrem k principům populistické komunikace? Téma korupce ve volebních programech českých politických stran,Vladimír Naxera,male,"Fakulta filozofická, Západočeská univerzita v Plzni","The article examines how use of the topic of corruption in the election manifestos of Czech political parties has transformed over the course of the entire post-communist period. The theoretical framework used to grasp the anti-corruption positions expressed in the manifestos is populism. The study builds on the discussions about mainstream political actors (not) adopting populist principles and on the methodological debate around the possibilities offered by populist communication research. Using a content analysis and the principle of triplets, the article analyses the election manifestos of all the parties that were successful in the parliamentary elections between 1990 and 2017 in order to determine whether there was a stronger presence of populist principles in communication on the topic of corruption. Among other things, the study shows that: (1) statements on corruption that are consistent with a populist communication strategy can be found in parties that are not commonly understood as populist throughout the entire researched period; (2) mainstream parties did not respond to the success of populists in the 2010, 2013, and 2017 elections by adopting populist principles; (3) the populists who won a share of power strengthened the elements of populist communication in the next election manifesto.","populism, corruption, anti-corruption, measuring populism, populist communication, Czech politics, party manifestos",czech,Politics,political - support - postcommunist - participation - principles - countries - parliamentary - economy - postcommunist countries - citizenship,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,4.40531,6.494689
809,2013,2,/magno/csr/2013/mn2.php,/artkey/csr-201302-0001_between-self-identification-and-expert-evaluation-of-ideological-preferences-the-method-of-latent-ideological.php,Medzi ideovou sebaidentifikáciou a expertným zaradením: metóda latentných ideových typov,"Vladimír Krivý, Miloslav Bahna",male,"Sociologický ústav SAV, Bratislava","The aim of this article is to present the method of latent ideological types and its possible uses. Two dominant approaches to measuring the ideological orientations of the public are self-identification and expert evaluation of attitudes and value orientations. Both approaches are also a common ingredient in international comparative research. In this article the authors first focus on the strengths and methodological weaknesses of those approaches. They then introduce their method of latent ideological types as a different approach. They present the principles of the method, the necessary sequence of steps, and conclude with its concrete application using CSES Slovakia 2010 data. The method of latent ideological types is based on subjective placements on a given set of ideological orientations or scales. The non-manifest ideological inclinations of the respondents are then determined from their attitudes and opinions. Using attitude variables, definitional patterns and cluster analysis the authors proceed from manifest ideological types to latent ideological types. The resulting latent ideological positions of the respondents may differ from their manifest self-identifications. The advantages of knowing the latent positions are discussed.","manifest ideological types, latent ideological types, left-right scale, cluster analysis",czech,Politics,political - support - postcommunist - participation - principles - countries - parliamentary - economy - postcommunist countries - citizenship,FALSE,0.41637540238878473,0,0,0,0,0,0,0,0,0,0,0.05795219524256677,0,4.3410716,5.5733247
55,2022,1,/magno/csr/2022/mn1.php,/artkey/csr-202201-0001_the-socialisation-of-migrant-children-in-transnational-settings.php,The Socialisation of Migrant Children in Transnational Settings,Eveline Reisenauer,female,"German Youth Institute, Munich","This article argues that it is central to consider the socialisation processes of migrant children in transnational settings when focusing on issues of integration and the transnationality of the next generation. A central experience of migrant children is that they grow up and are involved in both the emigration and immigration country (of their parents). Many of them circulate between Germany and Turkey several times and maintain multiple relationships across national borders when they are growing up. This has implications for their family relationships and educational careers in childhood, but beyond that it also has effects that are detectable into adulthood. The article shows that migrant children develop the potential and skills that enable them to live a transnational life. The question the article therefore addresses is whether and how a transnational childhood affects the transnationality and integration of the next generation in the adult life.","transnationality, integration, migrant children, next generation, socialisation",czech,Migration,transnational - networks - towards - attitudes - ties - eu - cultural - attitudes towards - home - majority,FALSE,0,0,0,0,0,0,1,0,0,0,0,0,0,5.728682,3.1075854
56,2022,1,/magno/csr/2022/mn1.php,/artkey/csr-202201-0002_transnationalism-integration-and-identification-a-discussion-of-the-variability-and-dynamics-of-social-proces.php,"Transnacionalismus, integrace a identifikace: Diskuse o proměnlivosti a dynamice sociálních procesů na příkladu studentské migrace z Ukrajiny","Luděk Jirka, Yana Leontiyeva",male,"Pedagogická fakulta, Univerzita Hradec Králové; Sociologický ústav AV ČR, v. v. i., Praha","This article deals with Ukrainian student migration and the convergence of integration and transnationalism. Its main focus is the self-identification of young Ukrainians studying in the Czech Republic. The authors explore and describe international students' different integration and transnational dispositions and also discuss whether these dispositions could be seen as part of antagonistic or synergetic processes. The interconnection between transnationalism and integration is widely discussed in both sociological and anthropological literature, and most scholars identify them as synergetic processes. In the case of Ukrainian students in the Czech Republic, however, the authors argue that these processes can be understood as both synergetic and antagonistic because what matters is the students' self-identification. Most of the analysis presented in this article is based on in-depth interviews with Ukrainian students conducted between 2012 and 2019. The results of qualitative research are also compared to and discussed in relation to the findings from an on-line survey conducted among 258 Ukrainian students in 2018. The article suggests that Ukrainian students themselves could incline in both directions, towards an antagonistic and a synergetic understanding of integration and transnationalism, because it depends on their self-expressed dispositions. However, most participants most of the participants in the research express the synergy.","Ukraine, student migration, transnationalism, integration, identification",czech,Migration,transnational - networks - towards - attitudes - ties - eu - cultural - attitudes towards - home - majority,FALSE,0,0,0,0,0,0,1,0,0,0,0,0,0,5.771445,3.1336207
490,2016,4,/magno/csr/2016/mn4.php,/artkey/csr-201604-0001_living-together-in-an-urban-neighbourhood-the-majority-and-vietnamese-immigrants-in-prague-libus.php,Soužití v městské čtvrti: majorita a Vietnamci v Praze-Libuši,"Luděk Sýkora, Klára Fiedlerová, Tereza Freidingerová, Andrea Svobodová, Dita Čermáková",male,"Přírodovědecká fakulta, Univerzita Karlova v Praze","This article contributes to the discussion of everyday interactions between a settled majority population and new immigrants in an urban neighbourhood with recent experience of immigration. It analyses daily interactions between the majority population and Vietnamese immigrants in one Prague neighbourhood in an effort to identify both tensions and conflicts and conviviality in everyday life, while distinguishing between the stereotypes prevalent in popular discourse and in representations of the Vietnamese and the real practices of economic, social, and cultural interaction. The study seeks to identify the issues and places around which tensions emerge and where everyday conviviality is negotiated and the attitudes that various demographic and socio-economic groups of the local population have towards the Vietnamese presence in the area. The Vietnamese seek to avoid conflict, yet they often report feeling they are not very accepted by the majority population. There is a hidden racism that exists in the attitudes of the majority population to Vietnamese immigrants. However, the paper also documents instances of convivial everyday interactions. While the interactions are characterised by a certain lack of mutual recognition, they do not lead to serious interethnic tensions and conflicts.","migrant integration, social interaction, conflict, everyday conviviality, multiethnic neighbourhood",czech,Migration,transnational - networks - towards - attitudes - ties - eu - cultural - attitudes towards - home - majority,FALSE,0,0,0,0,0,0,0.5815187203154485,0,0,0.05588981343413397,0,0,0,5.9863434,3.195721
57,2022,1,/magno/csr/2022/mn1.php,/artkey/csr-202201-0003_transnationalism-and-the-permanence-of-return-in-armenian-return-migration.php,Transnacionalismus a stálost návratu v arménské návratové migraci,Lucie Macková,female,"Přírodovědecká fakulta, Univerzita Palackého v Olomouci","Transnationalism and diaspora are concepts that are often intertwined but nonetheless differ. This article examines the link between transnationalism and integration processes among return migrants from the Armenian diaspora and examines the role social networks play in integration in Armenia. Returnees to Armenia can be divided into those who have returned from the Armenian diaspora (second and subsequent generations of migrants) and those who emigrated from Armenia and decided to return. This is reflected in the literature as a distinction between the 'old' and the 'new' Armenian diaspora, the latter having emerged in the 1990s. Before returning, both groups maintained ties with people in Armenia and may differ only by the extent and frequency of use of these ties. These ties can then accompany them when they return to Armenia and help them to (re-)integrate. The integration of returnees has its own specifics, compared to the integration of migrants, and may not be as simple as it might seem. This article focuses on the transnational ties of 23 migrants of Armenian descent who returned to Armenia after a long time abroad and draws on original research on return migration in Armenia conducted in 2016 and 2018. Semi-structured interviews with returnees revealed that their participation in the labour market is instrumental to their integration into mainstream society, and their work may involve transnational activities. The article shows the different opportunities that weak and strong ties provide returnees and that may facilitate their integration. Weak ties on a local level are crucial for returnees to be able to reintegrate and fully participate in life in Armenia. The article aims to understand the return strategy as one of the migration options that may or may not be permanent. A return may be followed by re-migration, under certain conditions and if obstacles to sustainable reintegration, and the article also explores the motivations for re-migration.","return migration, transnationalism, diaspora, reintegration, Armenia",czech,Migration,transnational - networks - towards - attitudes - ties - eu - cultural - attitudes towards - home - majority,TRUE,0,0,0,0,0,0,1,0,0,0,0,0,0,5.6998205,3.0776994
78,2021,5,/magno/csr/2021/mn5.php,/artkey/csr-202105-0002_toddler-group-as-a-collectivity.php,Dětská skupina jako kolektivita,"Lucie Jarkovská, Katarína Slezáková",female,"Pedagogická fakulta, Masarykova univerzita, Brno","The aim of this study is to examine the everyday life of day-care institutions and the culture of peer relationships that develop there. Interdisciplinary studies of childhood perceive it as a social construct separable from biological immaturity, and they describe a distinct toddler style of socialisation with peers. In this paradigm, participation in cultural routines is central to understanding child socialisation. Based on ethnographic observations in two facilities and interviews with teachers and parents, we explore relationships between peers, social routines, and the creation of collectivity. We focus on the perspective of adults and their perception of the children's collective and on the meanings of children's interactions. The analyses reveal that as well as socialising in hierarchical relationships with adults they also actively participate in cultural reproduction through the interpretation of meanings. What constitutes 'play' when socialising with adults becomes 'something real' when it occurs between physical and cognitive equals. Interaction with peers in a day-care facility allows a child to experience a collective 'WE', through which they are then able to to control adults. However, the creation of collectivity depends on their being conditions in place that are suitable for small children and toddlers.","childhood, toddler, peer collectivity, play, socialisation",czech,Others/Unclassified,institutions - exclusion - pandemic - public - schools - local - study - institutional - political - qualitative,FALSE,0,0.05591398534578787,0,0.05399656817583076,0.11715563068511618,0,0,0,0,0,0,0,0.07278291701985146,10.208588,5.3427196
271,2018,6,/magno/csr/2018/mn6.php,/artkey/csr-201806-0004_rethinking-the-continuum-between-public-and-private-actors-in-electricity-policy-in-the-context-of-the-uk-energ.php,Rethinking the Continuum between Public and Private Actors in Electricity Policy in the Context of the UK Energy Transition,Lucie de Carvalho,female,"Department of Anglophone Studies, Université de Lille","At the turn of the 1990s, a very large part of UK energy utilities was transferred from the public sector into private ownership. When analysing the era of privatisation, recent research on public policy has concluded that public authorities' ability to influence or shape national energy choices has been substantially weakened. Since the mid-2000s, however, tight cooperation between private investors and UK public regulators and policy-makers has emerged as a critical factor to meet the challenges posed by the energy transition. How have the British public authorities tried to get private actors on board and to involve them not only in the delivery and funding of energy services, as has been the case with public-private partnerships, but also in the decision-making process? This article identifies various schemes spearheaded by the UK government to breed or revive innovation in the privately-owned renewable and nuclear energy industries. This analysis explores the various strategies used to facilitate 'decompartmentalising' initiatives and ensure a smooth transition towards a neo-corporatist revival of the Triple Helix involving industry, academia, and government. It shows how these hybrid processes offer valuable insight for analysing and reconceptualising the boundary between the public and the private sectors. Based on this case study, this analysis ultimately demonstrates how the public/private dichotomy should be reassessed using the concepts of hybrid roles and responsibilities.","private actors, multi-actor transition, energy transition, governance",english,Politics,political - support - postcommunist - participation - principles - countries - parliamentary - economy - postcommunist countries - citizenship,FALSE,0.13133476874325917,0,0,0,0,0,0,0,0,0,0,0,0,5.26673,6.4296517
567,2015,5,/magno/csr/2015/mn5.php,/artkey/csr-201505-0003_the-meaning-and-performance-of-the-grandparenting-role-among-young-old-czechs.php,Význam a obsah prarodičovské role u mladých českých seniorů a seniorek,"Lucie Vidovićová, Lucie Galčanová, Marcela Petrová Kafková",female,"Fakulta sociálních studií, Masarykova univerzita, Brno","In the discourse of active ageing it is assumed that young seniors will hold active roles in public and private life. This article examines grandparenting as an emerging role of young olds in the context of their heterogeneous role sets. Based on an integrated analysis of a survey conducted among people aged 50-70 and qualitative interviews it describes what roles Czech young olds hold and how they position and frame the grandparenting role among their other individual roles. It also describes what activities the performance of the role typically involves. Attention is also devoted to gender differences, which are manifested in the meanings ascribed to the role, and in the type, frequency, and intensity of activities performed. A key issue is found to be the timing of the grandparenting role, when a period of intensive care may be followed by a performative void. From the perspective of gender structure, however, these are asynchronous changes, which makes it possible for a couple to perform their roles in a complementary manner. As some young olds pursue self-development activities indicative of active ageing with and through their grandchildren, alongside the possible duality of active ageing (as a semi-public, socially productive effort) versus grandparenting, it is possible to speak of active ageing through grandparenting, and of grandparenting as a form of active ageing.","grandparenting, social role, active ageing, role overload, performative void",czech,Gerontology,care - age - old - women - health - roles - body - active - relationships - role,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,10.253534,3.5695648
812,2013,2,/magno/csr/2013/mn2.php,/artkey/csr-201302-0004_the-demise-of-tradition-and-its-salvation-through-sex-the-discursive-strategies-of-opponents-of-sex-education.php,"Tradice, její rozpad a záchrana skrze sex: Diskurzivní strategie odpůrců sexuální výchovy","Lucie Jarkovská, Kateřina Lišková",female,"Fakulta sociálních studií, Masarykova univerzita, Brno","In 2010 sex education became a surprising target of criticism in the secular Czech Republic. The voices of social conservatives were raised and were answered by the Minister of Education, who launched a reform of educational curricula to exclude sex education. This article analyses the discursive strategies employed by conservative opponents of sex education and highlights the interpretive repertoires of sexuality and gender. The authors argue that Czech conservatives deploy both a moral panic strategy and a discursive strategy of empowerment that uses positive sanctions to support 'good sex', defined exclusively as marital, procreative heterosex. This interpretive repertoire of 'good and healthy sexuality' is universally intelligible and thus has the potential to resonate not only with social conservatives but throughout society. When combined with other socially conservative agendas it has the capacity to regiment the public space and diminish the role of public institutions.","sex education, discursive strategies, gender, conservatism, Czech Republic",czech,Gerontology,care - age - old - women - health - roles - body - active - relationships - role,FALSE,0,0,0,0.489624744772482,0.086243004875307,0,0,0,0,0,0,0,0,11.24408,4.850573
1219,2009,4,/magno/csr/2009/mn4.php,/artkey/csr-200904-0005_the-classroom-through-the-lens-of-gender.php,Školní třída pod genderovou lupou,Lucie Jarkovská,female,"Fakulta sociálních studií Masarykovy univerzity, Brno","The article presents selected results from an ethnographic study on the (re)production of gender in the classroom. In this analysis, gender is conceived as a principle manifested in interactions, a principle that structures the lives of individuals and the collective, and not as a complex of essential characteristics of an individual. Gender is analysed in relation to other categories like age and ethnicity. These represent additional re/constructed categories that influence social inequality. These categories tend to be viewed as natural sources of social difference and the legitimisation of inequalities. An analysis of the ways in which these categories are activated in the social field makes it possible to go beyond the boundaries of research on the reification of these categories. In this article, the author shows how these categories intertwine and connect and how the interplay between them is manifested in the behaviour and strategies of various actors, i.e. students, in the classroom.","gender, ethnicity, age, inequality, ethnography, school, Czech Republic.",czech,Education,educational - education - students - school - higher - secondary - values - socioeconomic - status - socioeconomic status,FALSE,0,0.06551246792434665,0,0,0.06388212176975899,0,0,0.05246107445362679,0,0,0,0,0.07383944664229083,8.897343,5.7897286
1307,2023,6,/magno/csr/2023/mn6.php,/artkey/csr-202306-0003_from-neoliberal-restriction-to-control-of-the-roma-8211-towards-post-neoliberal-ethnic-welfare.php,From Neoliberal Restriction to Control of the Roma–Towards Post-Neoliberal Ethnic Welfare,"Lucie Trlifajová ORCID..., Filip Pospíšil",female,"Charles University, Faculty of Social Sciences, Prague; Centre for Social Issues – SPOT","The article examines how neoliberal reforms can pave the way for welfare racialisation, turning a delegitimised minimum-income scheme into a tool for racial-hierarchy enforcement. We follow the development of Czech minimum-income scheme legislation from 2014 to 2021, after a series of neoliberal (workfarist) reforms reinforced the restrictive and controlling aspects of the system. The analysed period is characterised by the greater involvement of politicians representing the poorest regions of the Czech Republic and by calls for further restrictions. Analysing parliamentary debates from this period, we show that the delegitimised social system is no longer understood as a tool of social protection or even labour market inclusion; rather, it has become a tool of ethnic hierarchisation, which particularly resonates in the context of perceived socioeconomic insecurity. We propose the term ‘post-neoliberal ethnic welfare’ to describe this emerging system, which derives its legitimacy from neoliberal categories of deservingness and reduces social-protection systems into a performative tool of control over the Roma population.","welfare, Roma, neoliberalism, race, socially excluded localities",english,Others/Unclassified,institutions - exclusion - pandemic - public - schools - local - study - institutional - political - qualitative,FALSE,0,0,0,0,0,0.10845974092148974,0.14685538492861977,0,0.05173179780741917,0.06529828189646936,0.08270629992642274,0,0,5.696103,3.6933248
58,2022,1,/magno/csr/2022/mn1.php,/artkey/csr-202201-0004_migration-integration-in-the-czech-republic-an-analysis-of-the-priorities-the-country-has-set-and-its-support.php,Pojetí integrace migrantů v ČR perspektivou analýzy podpory stanovených priorit,"Marie Jelínková, Ondřej Valenta",female,"Fakulta sociálních věd, Univerzita Karlova, Praha; Sdružení pro integraci a migraci, o. p. s. Přírodovědecká fakulta, Univerzita Karlova, Praha","Perspectives on migrant integration differ by time and place. This article examines this vague concept to shed light on how its evolution over time has shaped the current conceptions of migrant integration in the EU and the Czech Republic. It describes the situation in the Czech Republic and the country's normative goals in the field of migrant integration. While the country has explicit integration priorities in place, there is no evaluation of their fulfilment. The article explores whether these priorities are indeed fulfilled and from what sources by analysing a unique dataset of 3061 projects in the field of migrant integration. All these projects were implemented in the Czech Republic between 2010 and 2019. The results show that although funding for migrant integration has increased since 2016, even taking into account the long-term increase in the number of migrants in the Czech Republic, funding in support of these priorities is allocated very unevenly. European funding remains crucial. Among the most supported priorities is knowledge of the Czech language and education. There is also some support in the social field. By contrast, the issues of discrimination, equal rights, foreign nationals' access to health care, and the development of professional skills receive hardly any support. The results thus show a discrepancy between the priorities that have been set and their fulfilment, especially in the area of activities targeting the majority society and its institutions. The declared two-sidedness to the process of integration process thus remains a somewhat unsupported vision.","integration, migration, governance, transnationalism, evaluation",czech,Migration,transnational - networks - towards - attitudes - ties - eu - cultural - attitudes towards - home - majority,FALSE,0,0,0,0,0,0,1,0,0,0,0,0,0,5.823668,3.206312
145,2020,5,/magno/csr/2020/mn5.php,/artkey/csr-202005-0001_gender-inequalities-within-copreneurships-in-the-czech-and-slovak-republics.php,Genderové nerovnosti ve společném podnikání partnerů v České a Slovenské republice,"Marie Pospíšilová, Nancy Jurik, Alena Křížková, Gray Cavender",female,"Sociologický ústav AV ČR, v. v. i., Praha; School of Social Transformation, Arizona State University, USA","Research on women’s entrepreneurship often fails to uncover the gendered way in which women’s roles and responsibilities are portrayed and it neglects the connections between ideas about what roles women play in business and in the family and the social context in which these ideas are embedded. This article focuses on the gender inequalities that are reflected in the construction of men’s and women’s roles and responsibilities in copreneurships (romantic couples in business together) and how those constructions are embedded in societal and the family context. By drawing on qualitative in-depth interviews with copreneurs in Czechia and Slovakia and interviewing each partner separately we are able to analyse how roles are constructed and the justifications given for them as well as identifying how the partners’ constructions of these roles clash. We show how gender inequalities are created and presented as logical and self-evident. By studying copreneurial couples we can examine both their professional and private lives and reveal reveal whether they interact in conflicting or complementary ways. The main contribution of the research is that it provides insight into the seemingly gender-neutral constructions of copreneurial roles, and it employs a methodological approach that has the capacity to identify differences and similarities in copreneurs’ viewpoints. The article highlights the ways in which copreneur constructions reflect the unique contexts of Czechia and Slovakia, a region that to now has been largely unexplored.","copreneurship, gender, context, post-socialism, entrepreneurship",czech,Partnership,marriage - partnership - family - gender - division - transitions - partners - status - families - sociodemographic,FALSE,0,0,0,0,0.11496460610487497,0,0,0.22540176466942277,0,0,0,0,0,11.368919,6.1883006
1001,2011,4,/magno/csr/2011/mn4.php,/artkey/csr-201104-0004_the-spatial-aspects-of-structural-unemployment-at-the-municipal-level-in-the-czech-republic.php,Prostorová specifika strukturální nezaměstnanosti na úrovni obcí v České republice,"Marie Feřtrová, Jana Temelová",female,"Univerzita Karlova v Praze, Přírodovědecká fakulta","The article analyses spatial differences in unemployment according to the demographic features and attained education of job-seekers at the municipal level in the Czech Republic between 2005 and 2010. The article attempts to examine whether significant spatial disparities can be identified in the socio-demographic features of job applicants in order to detect disadvantaged localities in terms of specifi c structural unemployment concentration. The article is based on a statistical analysis of the database of the structure of job applicants maintained by the Ministry of Labour and Social Affairs. The research demonstrated that attained education and qualifications are the key factors behind the spatial differentiation of unemployment at the microlevel, while gender and age are only secondary factors.","structural unemployment, municipality scale, spatial differences, Czech Republic.",czech,Rural,spatial - areas - rural - differentiation - patterns - demographic - social exclusion - cities - population - socioeconomic,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,0,6.552163,2.0575354
